Card   1: 82 41 56 54 18 62 29 55 34 20 | 37 14 10 80 58 11 65 96 90  8 59 32 53 21 98 83 17  9 87 25 71 77 70 73 24
Card   2:  3 18 94 53 23 49 60 44 67  9 | 77 10 44 41 17 23 83 60 49 43 94 76 67 87 66  9 73 29  3 33 92 53 18  6 47
Card   3: 85  9 33 66 70 28 91 60 96 65 | 33 56 83 65 15 23 99 60 26 66  9 70 97 11 38  1 85 96 28 59 50 91 71 48 89
Card   4: 51  5 25 18 53 30 43 49 91 21 | 21 48  1 85 51 80 18 16  9 87 66  3 14 13 39 34  5 70 69 49 28 37 72  6 98
Card   5: 32 62 99 93 37 22 64 57 94 55 | 23  1 26 15 16  6 88  4 17 69 21 46 49 70 51 45 89 91 29 52 60 86 80  8 12
Card   6: 44 52 33 82  8 30 32 62 26 61 | 59 10 89 41 24 56 48 70 92 20  3 17 94 85 97 42  8 93 51 57 44 13 12 63 78
Card   7: 71 42 27 38 36 41 95 97 34 10 | 61 36 10 38 95 71 53 99 59 88 50 72 40 27  3 78 41 28 16 42 48 54  6 82 97
Card   8: 88 80 86 60  7 77 72 29 55 36 | 91 15  8  3 16 59 70 10 90 77 56 48 22 95 78 69 94  9 38 23 35  1 17 39  7
Card   9: 79 32 28 61 34 19 71 47 87  5 | 19 87 47 14  3 68 25 71  5 65 91 89 98 36 24 34 61 38 80 32 62 28 74 79  2
Card  10: 18 95 55  5 98 22 68 70 74 92 |  5 39 92 95 36 65 98 88 70 22  3 68 45 25 15 61 63 52 74 14 55 18 17 60 47
Card  11: 89 34 46 96  6 17 45 20 69 37 | 69 28 48 79 26 17  8 37 10 18 95 88  2 94 47 46 20 45 24 11  6 32 96 89 50
Card  12: 54 53 89 19 10 64 21 46  5 90 | 52 76 30 97 77  2 91 48 88 16 27 47 39 26 59 57 25 75 11 65 98 89 21 18 84
Card  13: 17 70  7 85 78 51 12 75 99 90 | 78 23 77 47 71 97  7 56 82 85 90 29 10 96 52 92 70 75 99 15 59 12 51 17 89
Card  14: 60 56 14 85 89 32 80  9 22 44 | 46 48 34 28 24 29 72 51  2 15 76 45 73 31 71 30 97 90 66 43 78 53 87 36 18
Card  15: 46  4 92 95  1 54 94 52 69 77 | 37 66 97 95  1 94 48 60 36 25 15 85 38 31 93 92 54 11 42 47  2 18  4 52 28
Card  16: 67 63 76 41 24 17 91 71 65 58 | 52 22 77 13 33 42 20 80  9 37 54 46 67 40 81 14 29 79 43 88  1 76 65 53 15
Card  17: 40  3 13 95 56 98 51 36 44 62 | 40 11 71 57 50 48 98 35 56 26 34 90 62 78  8 16 36 65 44 41 61 97 93 84 59
Card  18: 67 99  9 38  6  5 77 87 82 89 | 67 61 28 84 94 45 37  6 41 24 99 82 36 98 95 18 29 30 69 31 10  9 87 93  2
Card  19: 13 28 56 25  4 46 82 47 27 43 | 68 78 83 62 50 41  9 58 34 89 46 25 98 57 28 63 94 90  3 56 79 40 99 32 27
Card  20: 57 87 51 42 52 61 81 47 56 88 | 89 80 28 91 41 51 48 11 53  4 95 24 98 45 57 40 34 70 54 47 67 12 39  1 61
Card  21: 19 66 32 45 89 96 84 98 60 41 | 93 83 71 81 52 55 80 89 46 87  8 32 62 97 44 16  6  1 28 49 78 99 31 96 69
Card  22: 15 23 97 64 29 55 14 59 79  9 | 75 35 31  2 70 98 90 72 16 61 22 96 58 77 38 10  4 46 92 95 26 89 44 71  5
Card  23: 64 54 70 32 28 20 77 55 56 76 |  2 71 53 86 92 45 13 22  4 94  5 62 98 38 44 35 36  8  6 87 25 95 16 26  9
Card  24: 48 69 83 39 38 37 43 65  9 12 | 71 56 66 91 95 32 52 13 88 39 25 16 55 96 33 23 63  1 76 44  6 62 14  4 89
Card  25:  7 71  6 97 19 98 78 88 53 49 | 82 66 22 46 55 24 30 27 80 15 39 62 72 43 90 14 44 36 67 95 48  1 28 89 23
Card  26: 82 23 72 12 60 26 17 83 99 21 | 39 76 51 17 69 12 81 30 24 72 46 75 23 95 60 74 82 59 52 26 15 47 32 22 28
Card  27: 17 81 19 24 57 76 36 15 40  4 | 10 51 34 44 70 13 82  4 11 74 23 53  1 64  6 72 55 93 58 86 26 28 84 83 46
Card  28: 81 47 59 56  3 90 29 69 51 42 | 47 98 16 51 24 79 59 80 83 68 55 34 93 81 56 69 48 90 31 60  1  9 46 40 15
Card  29: 16 11  5 62 54 92 57 42  3 21 | 83 18 91 94 57 61 87 69 68 50  8  2  3  5 23  1 12 80 11 21 98 53 29 59 84
Card  30:  6 34 99 49  3 41 85 23 60 94 | 98 57 99 94  3  5 34 88 81 78 92 24  4 36  7 49  6 13 22 23 60 85 83 15 41
Card  31: 10 77 14 39  9 74 73 23 76 43 | 10 83 12 74 33 50 66 67 73 81 23 76 44  6 43 14 90 77 29 57 64 72 39 96  9
Card  32: 20 76 53 21 40 17  3 57 63 39 | 39 89  6 76 10 32 44 92 57 26 86 24 15 40 53 37 75 21 35 38 58 61 17 74 95
Card  33: 46 45 64 58 82 28 14 38 50 53 | 15 82 48  1 73 69 77 28 18 26 57 58 31 27 38 53 93 79 14 46 32 45 50 80 87
Card  34:  3 47 63 65 75 82 31 25 96 11 | 60 31 62 86 97 42 16 39 71 38 82 34 43 41 11 26 94 75  9 23 29 27 49 22 79
Card  35: 11 67 28 98 29 44 72 41 56 62 | 52 40 65 93 28 50 72 62 49 79 30 97 44  6 91 67 29 80 11 41 99 56 14 98 37
Card  36: 22 45 70 51 16 65 46 37 31 27 | 31 19 11 37 14 80 22 99  2 27 13 65  6  1 12 51 16 57 60 40 17 46 53 45 70
Card  37: 37 41 56 23 55  7 45 54  1 94 | 85 21 18 61 43 44 10 51 33 24 45 42 11 86 14 99 57  8 66 59 74 17 35 80 32
Card  38: 88  5 54  1 95 35 43 92 98 91 | 91 31 80 94 74 21 92 98 54 66 11 20 95 88 79 78  5 46 43 90 51 65 10 44 25
Card  39: 38 84 37 59 18 40 53 28 67 77 | 19 20 21 18  8 26 86 28 17 68  4 10 88 95 53 41  9 52 15 56 11 73 40 59 66
Card  40:  8 63 67 15 83 38 24 50 71 64 | 42  7 72 83 51 74 62 14 21 85 99 41 30 64 22 86 44 47 96 17 66 32 49 12 61
Card  41: 65 87 10 43 19 79 18 46 73 30 | 88 82  9 33 91 76 42 96 56 15 50  7 83  1 97 23 55 57 59 94 71  2 36 12 81
Card  42: 41 73 63 44 31  7 59 28 50 53 | 64 40 13 80 23 96 16 88 65 75 45  5 22 86 15 74 41 56 21 69 38 68 82 66  4
Card  43: 10 80 63 20 60 76 12 75 31  8 | 93 37 34 67 21 56 22 16 94 57 71 47 33 73 54 81 51 46 70 63 42 14 26 86 66
Card  44: 77 72 94 88  3 85 51 54 61 90 | 89 66 25 16  5 50 87  4 24  2 36  3 33 32 55 59 17 14 28  6 21 42 81 43 22
Card  45: 13 39 75 73 29 53 23  8 51 12 | 26 59 84 67 76 28 85 69 90 57 79 96 25 63 99 45 56 95 19 15 58 87 89  7 97
Card  46: 56 98 44 82 27 10 96  1 51 22 | 50  2 64 93 86  4 83 15 97 84 75 89 22 28 73 34  8 21 14 57 94 48 40 65 13
Card  47: 40 16  3 52 46  6 79 42 69 90 | 58 94 75 81 95 78 18 24 54 89 20 19 83  4 56 70 74 31 61 85 80 33 64 84 23
Card  48: 28  2 83 53 20 34 98 38 96 26 | 15 54 28 19 38  5 26 98 64 10 83 51  2 53 67 24 96 56 73 20 34 44 68 17 43
Card  49: 95 86 49 97 80  1 22 55 29 68 | 42 55 86  5 26 92 49 29 68 99 22  1 38 97 32 91 36 80 63 79 41 53 95 82 58
Card  50: 55 53 62 91 79 51 31 97 64 75 | 31 63 75 49 23 51 91 65 78 29 97 64 53  6 71 96 20 44 38 62 18 79 83 30 55
Card  51: 44  1 88 22  3 69 95 10 75 90 |  1 90 54 99 96  3 10 63 17 69 22 27 21 36 88 82 26 16 44 56 83 95 93 34 75
Card  52: 55 11 44 84  7 52 16 88 31 98 | 89 91  1 43  6 79 33 44 31 60 96 13 10 32 76 63 36 94 40 34 81 30 12 78 17
Card  53: 69 33 44 19 59 47 85 95 52 21 | 95 76 59 52 88 31 41 47 20  7 19 69 62 21 85 75 14 55 79 33 26 73 57 46 61
Card  54: 96 22 24 17 53 26 28 70  9 60 | 73 40 92 80 55 33 74 34 32 12 11  6 46 70  2 94 49 72 38 14 98 79  3  4 17
Card  55: 21 91 93 35 11 76 50 88 97 10 |  6 35 62  8 66 37 94 14 21 25 60 57 22  4 93 18 51 99 84 23 89 44 33 39 24
Card  56: 65 48 34 97 16 69 84 20 46 19 | 72 48 35 81 30  4 96 66 69 12 50 97 45 65 84 46 62 67 98 32 83  2 38  6 44
Card  57: 83 32 43 10 25 82 33 12 30  6 | 99 74 82 30 23  2 77 94 37 87 59 10 25 52 35 34 12 60 49 43 86 83 96 41 76
Card  58:  4 18 87 39 54 32 80 21 16 35 | 16 39 44 25 88 64 21 38 97 86  4 90 76 32  9 80 42 35 50 92 66 37 95 11 30
Card  59: 88 15 11 10 86  6 68 80 89 38 |  9 35 63 54 37 25 98 53 70 30 39 40 55 44 69 68 94 50 15 49 77 31 47 52 65
Card  60: 77 83 24 37 91 15 34 11 72 56 | 78 94 56 97 15 46 77 30 92 48 71 35 27 40 41 61 85 54 16 82  2 42 44 25 62
Card  61: 44 41 38  2 85 76 12 71  4 45 | 99 51  1 40 25 54 21 38 60 59 67 74 72 27 13 23 28 77 62 66 33 89 70 44 68
Card  62: 96 67 51 37 56  3 74 70 50 78 | 19  1 43 94 51 85 92 59 25 31 18 53 89 15 69 10 12 95 41 76 39 61 20 77 79
Card  63: 31  9 39 44 92 34 65 33  6 55 | 73 81 12 15 20 96 22 69 64 97 74 68 57 36 75 35 29 99 21  2 24 58 26 91 43
Card  64: 81  5 76 93 80 19 26 75  7 65 | 18 39 16 74 20 46 79 44 96 63 12 32 38 64 33 49 88 69 51 91 45 48 31 37 92
Card  65: 67 56  4 11 43 74 61 86  3 93 | 59 34 50 78 47 18 79  1 70 44 24 83 41 26 82 92 71 75 73 53 28 77 48 80 13
Card  66: 65 91  8 34 74 61 92 19 87 26 | 13 60 29 87 85 18 36 71 52 62 37 15 28 92 67 35 39  5 34 65 43 16  8 66 81
Card  67: 41  2 10 95 53 31 60 70 88 89 |  9 31 60 38 26 83 58 40 76 41 37 70 44 24 94 13 50 33 39 53 32  5  2 18 10
Card  68: 86 38 10 12 20 54 81  9 85 71 | 63 14 59  1 46 42 58  2 75 54 26 28 16 50 67 62 35 78 77 21 94 73 72 23 80
Card  69: 85 57 26 35 74 17 30 96 36 29 | 86  1 48 68 52 40 51 81 53 97 14 87 23 18 19 93 88 47 73 75 60 16 11 71 24
Card  70: 15 80 31 65 36 78 96 29  2 64 | 72 10  9 97  5 61 86 78 32 45 65 67 56 14 69 98 18  4  1 23 51 19 11 74 64
Card  71: 12 90 70 87 78 96 40 94 65 31 | 64 13 74 78 66 39 12 62 19 59 18 90 17  3 31 40 36 23 45 94 15 71 35  1 52
Card  72: 67 85  6 75  8 23 46 36 48 53 | 68 16 48 95  7 29 69 17 30 88 78 63 54 35 27 85 34 41  2 46 89 36 94 23 67
